title,date,name,role,img,party
“Oreiller de paresse” : la sortie de Parmelin qui fâche,20 avril 2020,Guy Parmelin,Conseiller fédéral,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fguy_parmelin_1_428b61b181.jpg&w=3840&q=75,UDC - VD
"“Profitons, il fait chaud”: Rösti banalise le réchauffement climatique",16 août 2019,Albert Rösti,Conseiller National et Président de l'UDC Suisse,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FRoesti2_9264af73f0.png&w=3840&q=75,UDC - BE
«Aarau ou Ankara?»: une affiche qui stigmatise,08 novembre 2007,Andreas Glarner,Député au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Accusation de complicité de génocide : Ignazio Cassis devant la CPI ?,03 février 2026,Ignazio Cassis,Ministre des affaires étrangères,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FIgnazio_Cassis_49a70b59a9.png&w=3840&q=75,PLR - TI
Addor approuve le tweet d'un média d'extrême droite parlant de rémigration ,08 février 2025,Jean-Luc Addor,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FJean_Luc_Addor_a8cb33f684.jpg&w=3840&q=75,UDC - VS
Affaire Hildebrand : Hermann Lei (UDC) condamné pour complicité de violation du secret bancaire,13 avril 2016,Hermann Lei,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FHermann_Lei_c77ed808cd.png&w=3840&q=75,UDC - TG
Affiches et propos homophobes de l'UDC genevoise,06 mai 2007,UDC Genève,Parti cantonal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FLogo_UDC_GE_CH_200_44934ef952.png&w=3840&q=75,UDC - GE
Alfred Heer appelle le Conseil fédéral à ne plus communiquer sur les conflits au Moyen-Orient,27 juin 2025,Alfred Heer,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FAlfred_Heer_33ac060d26.png&w=3840&q=75,UDC - ZH
Alfred Heer associe des manifestants pro-palestiniens à des sympathisants du terrorisme et du Hamas,10 juin 2025,Alfred Heer,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FAlfred_Heer_33ac060d26.png&w=3840&q=75,UDC - ZH
Alfred Heer associe la SRF à une chaîne de propagande du Hamas,11 juin 2025,Alfred Heer,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FAlfred_Heer_33ac060d26.png&w=3840&q=75,UDC - ZH
Alfred Heer criminalise par principe l'ensemble des requérants d'asile tunisiens,15 septembre 2012,Alfred Heer,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FAlfred_Heer_33ac060d26.png&w=3840&q=75,UDC - ZH
Alfred Schwartz : un juge UDC reconnu coupable de violations de devoirs de fonction,04 décembre 2003,Alfred Schwartz,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FAlfred_Schwartz_349f9516de.png&w=3840&q=75,UDC - AG
Andreas Glarner affiche les prénoms à consonances étrangères des apprentis,20 juillet 2020,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner associe l'asile à une gigantesque escroquerie,24 décembre 2025,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner crée une vidéo deepfake d'une adversaire votant pour lui,16 octobre 2023,Andreas Glarner,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner demande l’interdiction des binationaux sous la coupole fédérale,03 octobre 2020,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner doit accepter le terme « extrémiste de droite Gaga »,25 mars 2025,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner fait un tweet islamophobe après une attaque au couteau en Allemagne,03 juin 2024,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner fait une blague de mauvais goût sur les burnouts au sein du PS,19 décembre 2025,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner parle d'invasion d'immigrants et d'effondrement du pays,02 avril 2023,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner publie un nouveau tweet islamophobe,26 mars 2023,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner publie un texte déshumanisant et dégoulinant de racisme,11 avril 2025,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner rejette l’interdiction des symboles nazis,27 juillet 2025,Andreas Glarner,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
 Andreas Glarner s’en prend à la conseillère nationale verte Sibel Arslan,22 septembre 2020,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner souhaite à nouveau interdire le mouvement antifa,13 octobre 2025,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Andreas Glarner tient des propos sexistes et transphobes dans un podcast,19 mars 2025,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
"Andreas Glarner veut interdire ou classer comme terroriste le groupe ""Antifa"" ",04 juin 2020,Andreas Glarner,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Anian Liebrand : Entre théorie du complot et haine des musulmans,20 juillet 2025,Anian Liebrand,Directeur général du comité d'Egerkinger,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FAnian_Liebrand_59e4b1158b.png&w=3840&q=75,UDF - LU
Anian Liebrand s'affiche avec un idéologue antisémite allemand,07 mai 2014,Anian Liebrand,Président des Jeunes UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FAnian_Liebrand_59e4b1158b.png&w=3840&q=75,UDF - LU
Annemasse porte plainte contre l'UDC pour incitation à la haine raciale,03 novembre 2009,Soli Pardo,Président UDC Genève,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FSoli_Pardo_5a4a22bba5.png&w=3840&q=75,MCG - GE
Antisémitisme de gauche : les Jeunes UDC lient chaque incident à un don,03 mai 2024,Junge SVP CH,Parti politique - section jeune,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - CH
"Antisémitisme, terrorisme et manifestations propalestiniennes: les amalgames diffamatoires de l’UDC",12 octobre 2023,SVP - UDC,Parti Suisse,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - CH
Asile : Jean-Pierre Gallati (UDC) exige des rejets de masse basés sur l'origine,02 février 2026,Jean-Pierre Gallati,Conseiller d'État,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGallati_b78bbfa515.png&w=3840&q=75,UDC - AG
"Au Conseil municipal, Cerutti tend son bras et dit ""Heil"" pour répondre à la gauche",17 décembre 2024,Thierry Cerutti,"Député au Grand Conseil, conseiller municipal de Vernier",/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fthierry_cerutti_1_7ad952474e.jpg&w=3840&q=75,MCG - GE
"Au Parlement, Christian Imark compare des requérants d'asile à des parasites",13 septembre 2017,Christian Imark,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristian_Imark_dd89f91b3c.png&w=3840&q=75,UDC - SO
"Au conseil communal, un UDC morgien affiche un sticker Némésis sur son ordinateur",27 mai 2025,Jonathan Schopfer,Député communal UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FJonathan_Schopfer_b6d029a72b.png&w=3840&q=75,UDC - VD
"Barbara Steinmann revient à la charge avec la dénaturalisation, puis les expulsions",25 décembre 2025,Barbara Steinemann,Conseillère nationale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fbarbara_steinemann_1_617084cce3.jpg&w=3840&q=75,UDC - ZH
"Beat Schaller, des années d'insultes sexistes, homophobes et transphobes",05 février 2025,Beat Schaller,Parlementaire,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBeat_Schaller_f83bc6302d.png&w=3840&q=75,UDC - BS
Benjamin Fischer refuse que le salut nazi devienne un délit en Suisse,17 avril 2024,Benjamin Fischer,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBenjamin_Fischer_79778583aa.png&w=3840&q=75,UDC - ZH
Benjamin Kalbermatter fait un salut nazi,01 février 2008,Benjamin Kalbermatter,Candidat UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fbenjamin_kalbermatter_1_dd077f3289.PNG&w=3840&q=75,UDC - VS
Berne : L'UDC nomme un candidat issu du parti d'extrême droite PNOS,21 janvier 2018,Thomas Schori,Candidat au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FThomas_Schori_306fcc63e4.png&w=3840&q=75,UDC - BE
Bernhard Diethelm inculpé pour violences sexuelles,22 juillet 2022,Bernhard Diethelm,Conseiller cantonal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fbernhard_diethelm_1_f698bb9115.jpg&w=3840&q=75,UDC - SZ
Bernhard Diethelm prend la défense d'un négationniste,26 janvier 2007,Bernhard Diethelm,Secrétaire de l'UDC de Suisse centrale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fbernhard_diethelm_1_f698bb9115.jpg&w=3840&q=75,UDC - SZ
Blocher a qualifié deux demandeurs d’asile albanais de « criminels »,20 janvier 2006,Christoph Blocher,Conseiller fédéral,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBlocher2_6f226ff11d.png&w=3840&q=75,UDC - ZH
Blocher crée le malaise en comparant médias et nazis,18 avril 2016,Christoph Blocher,Conseiller fédéral,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBlocher2_6f226ff11d.png&w=3840&q=75,UDC - ZH
Blocher défend les jeunes UDC sur une rencontre avec la Junge Tat,06 avril 2024,Christoph Blocher,Ancien conseiller fédéral,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBlocher2_6f226ff11d.png&w=3840&q=75,UDC - ZH
Blocher trouve que le négationniste Jürgen Graf « a raison »,19 octobre 1999,Christoph Blocher,Député au Grand Conseil et Président de l'UDC zurichoise,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBlocher2_6f226ff11d.png&w=3840&q=75,UDC - ZH
"Blocher: «des milliards pour les abus dans l'asile, l'AI et les profiteurs de l'Etat social»",30 juin 2003,Christoph Blocher,Président de l'UDC zurichoise,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBlocher2_6f226ff11d.png&w=3840&q=75,UDC - ZH
C. Amaudruz en état d’ivresse au volant en 2016 avec près de deux pour mille d’alcool,30 janvier 2017,Céline Amaudruz,Vice-présidente de l'UDC Suisse,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FCeline_Amaudruz_2019_5b8ff5cdd3.jpg&w=3840&q=75,UDC - GE
Campagne anti‑naturalisation : une résidente kényane visée par un tract,12 décembre 2016,SVP Escholzmatt,Section locale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - LU
Chanson estime que le vocabulaire d'extrême droite n'est pas incompatible avec l'UDC,21 juin 2024,Olivier Chanson,"Candidat UDC au Conseil national, membre du comité directeur des Jeunes UDC ZH",/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Folivier_chanson_1_e48ebb3957.jpg&w=3840&q=75,UDC - ZH
"Chemtrails, 9/11 et marchés manipulés : les théories d’un candidat UDC",10 décembre 2015,Dominik Gmür,Candidat au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FDominik_Gmuer_c3d22e801d.png&w=3840&q=75,UDC - SG
Christian Huber se balade avec un t-shirt d'une marque néonazie,04 novembre 2022,Christian Huber,Président de la section UDC d’Ebikon,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristian_Huber_1_56beb90622.jpg&w=3840&q=75,UDC - LU
Christian Imark insulte Doris Leuthard,14 juillet 2025,Christian Imark,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristian_Imark_dd89f91b3c.png&w=3840&q=75,UDC - SO
Christian Wasserfallen associe les violences faite aux femmes à Frontex et à l'immigration,11 décembre 2025,Christian Wasserfallen,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fchristian_wasserfallen_1_d2eb582a7f.jpg&w=3840&q=75,PLR - BE
Christian Wasserfallen parle de peur de l'immigration,26 novembre 2024,Christian Wasserfallen,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fchristian_wasserfallen_1_d2eb582a7f.jpg&w=3840&q=75,PLR - BE
Christian Wasserfallen tient des propos stigmatisants sur les réfugiés et les Érythréens,18 mai 2024,Christian Wasserfallen,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fchristian_wasserfallen_1_d2eb582a7f.jpg&w=3840&q=75,PLR - BE
Christoph Blocher compare le président de la Commission européenne Jean-Claude Juncker à Hitler,02 janvier 2011,Christoph Blocher,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FBlocher2_6f226ff11d.png&w=3840&q=75,UDC - ZH
Christoph Mörgeli et la défense du négationnisme,16 novembre 2006,Christoph Mörgeli,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristoph_Moergeli_e5ba6e8bf2.png&w=3840&q=75,UDC - ZH
Christoph Mörgeli veut pouvoir « raconter des blagues racistes au bistrot »,24 septembre 2009,Christoph Mörgeli,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristoph_Moergeli_e5ba6e8bf2.png&w=3840&q=75,UDC - ZH
Christoph Rothenfluh tient des propos transphobe sur X,04 avril 2025,Christoph Rothenfluh,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristoph_Rothenfluh_a22ddb92d5.jpg&w=3840&q=75,UDC - SO
Claudio Zanetti (UDC) diffuse des tweets néonazis,09 mars 2016,Claudio Zanetti,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fzanetti_df102c41e0.png&w=3840&q=75,UDC - ZH
Claudio Zanetti prône la remigration,14 janvier 2024,Claudio Zanetti,Ancien conseiller national UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fzanetti_df102c41e0.png&w=3840&q=75,UDC - ZH
Claudio Zanetti rejoint une fondation suisse créée par un politicien allemand d'extrême droite,04 février 2024,Claudio Zanetti,Ancien conseiller national UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fzanetti_df102c41e0.png&w=3840&q=75,UDC - ZH
Climat : Imark dégaine la théorie du complot,01 février 2019,Christian Imark,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FChristian_Imark_dd89f91b3c.png&w=3840&q=75,UDC - SO
Climato-scepticisme assumé : le post controversé de David Trachsel,18 septembre 2023,David Trachsel,Président des Jeunes UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FDavid_Trachsel_en_2020_cropped_3f36b60eaf.png&w=3840&q=75,UDC - BE
Complotisme : l'UDC Manuel Cadonau affirme que les Chemtrails sont une réalité,07 février 2026,Manuel Cadonau,Président de l'UDC Ortspartei Au-Heerbrugg,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fmanuel_cadonau_1_b0743365b8.jfif&w=3840&q=75,UDC - SG
Condamnation pour le vol et la falsification de 193 bulletins de vote en faveur de l'UDC,07 septembre 2018,Membre UDC Haut-Valais (Anonyme) / SVP Oberwallis Mitglied,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - VS
"Dans un post Twitter, Nina Fehr Düsel prône la remigration",12 mai 2025,Nina Fehr Düsel,Conseillère national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FNina_Fehr_Duesel_b2797ea230.jpg&w=3840&q=75,UDC - ZH
"De Quattro : vocabulaire incendiaire, dérive autoritaire",19 décembre 2025,Jacqueline de Quattro,Conseillère nationale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquattro_364481a19b.png&w=3840&q=75,PLR - VD
Dehaudt fait la promotion de médaille de la Vierge Marie pour protéger contre le COVID,21 novembre 2021,Olivier Dehaudt,Représentant UDC,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fyp_S4_I2ob_400x400_ceebe973e3.jpg&w=3840&q=75,UDC - VS
Dérapage public : Andrea Geissbühler (UDC) met en cause les victimes de viol,12 octobre 2016,Andrea Geissbühler,Conseillère nationale,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FAndrea_Geissbuehler_a25ba7f3c0.png&w=3840&q=75,UDC - BE
Dérapage raciste de Laurence Cretegny au Grand conseil vaudois,29 septembre 2021,Laurence Crétegny,"Député vaudoise, présidente du Grand Conseil vaudois",/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FLaurence_Cretegny_1_2a9f61b9eb.jpg&w=3840&q=75,PLR - VD
Des affiches islamophobes pour la campagne électorale d'Andreas Glarner,01 septembre 2015,Andreas Glarner,Candidat pour le Conseil national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FGlarner2_09b7465a9b.png&w=3840&q=75,UDC - AG
Des députées se coiffent d’une passoire pour défendre l’interdiction du voile au parlement,20 novembre 2025,Céline Zuber-Roy,Députée au Grand Conseil,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FCeline_Zuber_Roy_a74985a8d3.png&w=3840&q=75,PLR - GE
Des élus UDC réclament des bus séparés pour les demandeurs d'asile,22 mai 2025,Achim Schneuwly,Députés au Grand Conseil fribourgeois,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fachim_schneuwly_a481c3c52f.jpg&w=3840&q=75,UDC - FR
Des membres de l'UDC légitiment le massacre d'Anders Breivik sur Facebook,04 août 2012,Daniel M.,Membre,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fquestion_mark_vector_icon_4037039933_4a92b66344.jpg&w=3840&q=75,UDC - GL
Des réfugiés à la peau noire barrés d'une croix rouge : La campagne raciste de l'UDC,30 août 2024,SVP - UDC,Direction de l'UDC Suisse,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - CH
Des vis et des écrous : la métaphore homophobe de Daniel Frischknecht,12 août 2021,Daniel Frischknecht,Président de l'UDF,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FDaniel_Frischknecht_51a884a0d5.png&w=3840&q=75,UDF - TG
Dettling au Parlement : quand l'islam devient menace imaginaire,19 décembre 2025,Marcel Dettling,Conseiller National,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FMarcel_Dettling2_ca375535af.png&w=3840&q=75,UDC - SZ
Deux Valaisans derrière les affiches zombies contre le mariage pour tous,11 septembre 2021,Olivier Dehaudt,Comité Valaisan contre le référendum,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fyp_S4_I2ob_400x400_ceebe973e3.jpg&w=3840&q=75,UDC - VS
Deux élus UDC romands épinglés pour un « like » sur un symbole nazi,08 novembre 2023,Christophe Loperetti,Conseiller communal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FLOPERETTI_Christophe_06e874e20a.png&w=3840&q=75,UDC - VD
Deux filles somaliennes exclues de l'école à cause de leur voile,06 juin 2013,Stefan Kölliker,Chef du Département de l’instruction publique SG,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FStefan_Koelliker_e8e1a7a847.png&w=3840&q=75,UDC - SG
Deux jeunes UDC bernois veulent réintroduire la peine de mort,30 avril 1997,Christian Riesen,Vice-président des Jeunes UDC Berne,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FCapture_d_ecran_2026_01_06_160018_d9a74efc24.png&w=3840&q=75,UDC - BE
Deux plaintes pénales contre un conseiller communal UDC de Lyss,30 juin 2016,Jürg Michel,Conseiller communal,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2FJuerg_Michel_d1cb3071be.png&w=3840&q=75,UDC - BE
Deux représentants de l'UDC condamnés pour discrimination raciale,27 janvier 2006,SVP Solothurn,Président de l'UDC du canton de Soleure et présidente de l'UDC Granges,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fudc_f7abebfbbf.png&w=3840&q=75,UDC - SO
"Diatribe de l'UDC Fumeaux contre les étrangers, l'islam, les Verts, la gauche, les LGBT",21 septembre 2021,Damien Fumeaux,Député valaisan,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fdamien_fumeaux_1_0c1e0b5412.jpeg&w=3840&q=75,UDC - VS
Didier Calame tient des propos déshumanisants et stigmatisants,24 octobre 2023,Didier Calame,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fdidier_calame_1_7f7a647e8b.PNG&w=3840&q=75,UDC - NE
Didier Calame tient des propos sexistes au Parlement,09 décembre 2025,Didier Calame,Conseiller national,/_next/image?url=https%3A%2F%2Fapi.nopasaran.ch%2Fuploads%2Fdidier_calame_1_7f7a647e8b.PNG&w=3840&q=75,UDC - NE
